"CVE_ENT","CVE_MUN","DESC_ENT","DESC_MUN","POBTOT"
20,120,"OAXACA","SAN BERNARDO MIXTEPEC",2764
20,123,"OAXACA","SAN CRISTOBAL AMATLAN",5391
20,143,"OAXACA","SAN FRANCISCO LOGUECHE",2803
20,146,"OAXACA","SAN FRANCISCO SOLA",2214
20,151,"OAXACA","SAN ILDEFONSO AMATLAN",1809
20,152,"OAXACA","SAN ILDEFONSO SOLA",1256
20,156,"OAXACA","SAN JERONIMO COATLAN",5461
20,165,"OAXACA","SAN JOSE DEL PENASCO",2067
20,204,"OAXACA","SAN JUAN LACHIGALLA",3525
20,235,"OAXACA","SAN LUIS AMATLAN",3844
20,236,"OAXACA","SAN MARCIAL OZOLOTEPEC",1319
20,238,"OAXACA","SAN MARTIN DE LOS CANSECOS",1001
20,241,"OAXACA","SAN MARTIN LACHILA",1136
20,251,"OAXACA","SAN MATEO PINAS",1978
20,252,"OAXACA","SAN MATEO RIO HONDO",4431
20,264,"OAXACA","SAN MIGUEL COATLAN",2772
20,267,"OAXACA","SAN MIGUEL EJUTLA",1244
20,570,"OAXACA","ZIMATLAN DE ALVAREZ",23210
20,379,"OAXACA","SANTA CRUZ MIXTEPEC",3615
20,385,"OAXACA","SANTA CRUZ XITLA",4828
20,393,"OAXACA","SANTA LUCIA MIAHUATLAN",3130
20,406,"OAXACA","SANTA MARIA COLOTEPEC",27589
20,414,"OAXACA","SANTA MARIA HUATULCO",51001
20,351,"OAXACA","SAN VICENTE LACHIXIO",3450
20,353,"OAXACA","SANTA ANA",2406
20,358,"OAXACA","SANTA ANA TLAPACOYAN",1968
20,362,"OAXACA","SANTA CATARINA CUIXTLA",1394
20,366,"OAXACA","SANTA CATARINA LOXICHA",3675
20,440,"OAXACA","SANTA MARIA TONAMECA",26125
20,508,"OAXACA","SANTO DOMINGO DE MORELOS",10684
20,512,"OAXACA","SANTO DOMINGO OZOLOTEPEC",1101
20,529,"OAXACA","SANTO TOMAS TAMAZULAPAN",2460
20,535,"OAXACA","SITIO DE XITLAPEHUA",713
20,536,"OAXACA","VILLA SOLA DE VEGA",11757
20,538,"OAXACA","TANICHE",980
20,564,"OAXACA","YOGANA",1245
20,421,"OAXACA","SANTA MARIA LACHIXIO",1506
20,425,"OAXACA","SANTA MARIA OZOLOTEPEC",3781
20,430,"OAXACA","SANTA MARIA SOLA",1661
20,131,"OAXACA","SAN FELIPE JALAPA DE DIAZ",26586
20,133,"OAXACA","SAN FELIPE USILA",12215
20,147,"OAXACA","SAN FRANCISCO TELIXTLAHUACA",13913
20,158,"OAXACA","SAN JERONIMO SOSOLA",2598
20,160,"OAXACA","SAN JERONIMO TECOATL",1577
20,136,"OAXACA","SAN FRANCISCO CHAPULAPA",2210
20,139,"OAXACA","SAN FRANCISCO HUEHUETLAN",831
20,99,"OAXACA","SAN ANDRES ZAUTLA",5204
20,106,"OAXACA","SAN ANTONIO NANAHUATIPAM",1393
20,115,"OAXACA","SAN BARTOLOME AYAUTLA",4131
20,7,"OAXACA","ASUNCION NOCHIXTLAN",20459
20,22,"OAXACA","CONCEPCION PAPALO",2754
20,27,"OAXACA","CUYAMECALCO VILLA DE ZARAGOZA",3707
20,29,"OAXACA","ELOXOCHITLAN DE FLORES MAGON",3629
20,33,"OAXACA","GUADALUPE ETLA",3636
20,38,"OAXACA","HUAUTEPEC",6419
20,39,"OAXACA","HUAUTLA DE JIMENEZ",31014
20,45,"OAXACA","MAGDALENA APASCO",8354
20,58,"OAXACA","MAZATLAN VILLA DE FLORES",12603
20,63,"OAXACA","NAZARENO ETLA",4184
20,74,"OAXACA","REYES ETLA",4164
20,81,"OAXACA","SAN AGUSTIN ETLA",4402
20,95,"OAXACA","SAN ANDRES TEOTILALPAM",4023
20,307,"OAXACA","SAN PEDRO IXCATLAN",11630
20,309,"OAXACA","SAN PEDRO JALTEPETONGO",483
20,311,"OAXACA","SAN PEDRO JOCOTIPAC",730
20,320,"OAXACA","SAN PEDRO OCOPETATILLO",773
20,324,"OAXACA","SAN PEDRO SOCHIAPAM",5052
20,328,"OAXACA","SAN PEDRO TEUTILA",4522
20,354,"OAXACA","SANTA ANA ATEIXTLAHUACA",1076
20,355,"OAXACA","SANTA ANA CUAUHTEMOC",618
20,375,"OAXACA","SANTA CRUZ ACATEPEC",1645
20,398,"OAXACA","SANTA MARIA APAZCO",1629
20,399,"OAXACA","SANTA MARIA LA ASUNCION",3253
20,404,"OAXACA","SANTA MARIA CHILCHOTLA",25325
20,167,"OAXACA","SAN JOSE INDEPENDENCIA",3288
20,170,"OAXACA","SAN JOSE TENANGO",15722
20,173,"OAXACA","SAN JUAN BAUTISTA ATATLAHUCA",1438
20,175,"OAXACA","SAN JUAN BAUTISTA CUICATLAN",10367
20,176,"OAXACA","SAN JUAN BAUTISTA GUELACHE",6274
20,177,"OAXACA","SAN JUAN BAUTISTA JAYACATLAN",1447
20,181,"OAXACA","SAN JUAN BAUTISTA TLACOATZINTEPEC",2087
20,187,"OAXACA","CHIQUIHUITLAN DE BENITO JUAREZ",2179
20,189,"OAXACA","SAN JUAN COATZOSPAM",1791
20,193,"OAXACA","SAN JUAN DE LOS CUES",1910
20,194,"OAXACA","SAN JUAN DEL ESTADO",2807
20,214,"OAXACA","SAN JUAN QUIOTEPEC",2198
20,220,"OAXACA","SAN JUAN TEPEUXILA",2684
20,227,"OAXACA","SAN LORENZO CACAOTEPEC",19388
20,228,"OAXACA","SAN LORENZO CUAUNECUILTITLA",844
20,234,"OAXACA","SAN LUCAS ZOQUIAPAM",6915
20,244,"OAXACA","SAN MARTIN TOXPALAN",3825
20,255,"OAXACA","SAN MATEO YOLOXOCHITLAN",4138
20,259,"OAXACA","SAN MIGUEL ALOAPAM",2191
20,262,"OAXACA","SAN MIGUEL CHICAHUA",1947
20,269,"OAXACA","SAN MIGUEL HUAUTLA",1309
20,275,"OAXACA","SAN MIGUEL SANTA FLOR",673
20,292,"OAXACA","SAN PABLO HUITZO",7173
20,302,"OAXACA","SAN PEDRO COXCALTEPEC CANTAROS",716
20,435,"OAXACA","SANTA MARIA TEOPOXCO",3910
20,437,"OAXACA","SANTA MARIA TEXCATITLAN",896
20,439,"OAXACA","SANTA MARIA TLALIXTAC",1796
20,452,"OAXACA","SANTIAGO APOALA",1019
20,464,"OAXACA","SANTIAGO HUAUCLILLA",524
20,479,"OAXACA","SANTIAGO NACALTEPEC",1592
20,485,"OAXACA","SANTIAGO SUCHILQUITONGO",10916
20,488,"OAXACA","SANTIAGO TENANGO",1881
20,491,"OAXACA","SANTIAGO TEXCALCINGO",3049
20,531,"OAXACA","SANTOS REYES PAPALO",2490
20,537,"OAXACA","SOLEDAD ETLA",6448
20,545,"OAXACA","TEOTITLAN DE FLORES MAGON",10041
20,558,"OAXACA","VALERIO TRUJANO",1376
20,560,"OAXACA","VILLA DE ETLA",10281
20,417,"OAXACA","SANTA MARIA IXCATLAN",461
20,426,"OAXACA","SANTA MARIA PAPALO",2058
20,432,"OAXACA","SANTA MARIA TECOMAVACA",2416
20,37,"OAXACA","HEROICA CIUDAD DE HUAJUAPAN DE LEON",77392
20,46,"OAXACA","MAGDALENA JALTEPEC",3008
20,54,"OAXACA","MAGDALENA ZAHUATLAN",404
20,86,"OAXACA","SAN ANDRES DINICUITI",2308
20,89,"OAXACA","SAN ANDRES IXTLAHUACA",2104
20,90,"OAXACA","SAN ANDRES LAGUNAS",518
20,91,"OAXACA","SAN ANDRES NUXINO",1920
20,93,"OAXACA","SAN ANDRES SINAXTLA",802
20,101,"OAXACA","SAN ANTONINO EL ALTO",2206
20,53,"OAXACA","MAGDALENA YODOCONO DE PORFIRIO DIAZ",1682
20,105,"OAXACA","SAN ANTONIO HUITEPEC",2985
20,112,"OAXACA","SAN BARTOLO COYOTEPEC",11895
20,113,"OAXACA","SAN BARTOLO SOYALTEPEC",540
20,118,"OAXACA","SAN BARTOLOME YUCUANE",735
20,103,"OAXACA","SAN ANTONIO ACUTLA",249
20,5,"OAXACA","ASUNCION CUYOTEPEJI",1107
20,17,"OAXACA","CIENEGA DE ZIMATLAN",3043
20,21,"OAXACA","CONCEPCION BUENAVISTA",633
20,25,"OAXACA","COSOLTEPEC",804
20,26,"OAXACA","CUILAPAM DE GUERRERO",25989
20,386,"OAXACA","SANTA CRUZ XOXOCOTLAN",106115
20,389,"OAXACA","SANTA INES DEL MONTE",2553
20,391,"OAXACA","SANTA INES DE ZARAGOZA",1454
20,396,"OAXACA","SANTA MAGDALENA JICOTLAN",95
20,401,"OAXACA","SANTA MARIA CAMOTLAN",1696
20,402,"OAXACA","SANTA MARIA CHACHOAPAM",807
20,403,"OAXACA","VILLA DE CHILAPA DE DIAZ",1815
20,423,"OAXACA","SANTA MARIA NATIVITAS",603
20,424,"OAXACA","SANTA MARIA NDUAYACO",453
20,428,"OAXACA","SANTA MARIA PENOLES",8596
20,431,"OAXACA","SANTA MARIA TATALTEPEC",627
20,456,"OAXACA","SANTIAGO AYUQUILILLA",2989
20,457,"OAXACA","SANTIAGO CACALOXTEPEC",1677
20,459,"OAXACA","SANTIAGO CHAZUMBA",4863
20,126,"OAXACA","SAN CRISTOBAL SUCHIXTLAHUACA",334
20,132,"OAXACA","SAN FELIPE TEJALAPAM",7712
20,137,"OAXACA","SAN FRANCISCO CHINDUA",817
20,141,"OAXACA","SAN FRANCISCO JALTEPETONGO",1075
20,144,"OAXACA","SAN FRANCISCO NUXANO",376
20,148,"OAXACA","SAN FRANCISCO TEOPAN",312
20,157,"OAXACA","SAN JERONIMO SILACAYOAPILLA",1429
20,163,"OAXACA","SAN JOSE AYUQUILA",1544
20,171,"OAXACA","SAN JUAN ACHIUTLA",406
20,174,"OAXACA","SAN JUAN BAUTISTA COIXTLAHUACA",2692
20,179,"OAXACA","SAN JUAN BAUTISTA SUCHITEPEC",453
20,196,"OAXACA","SAN JUAN DIUXI",1414
20,215,"OAXACA","SAN JUAN SAYULTEPEC",879
20,217,"OAXACA","SAN JUAN TAMAZOLA",3664
20,221,"OAXACA","SAN JUAN TEPOSCOLULA",1473
20,224,"OAXACA","SAN JUAN YUCUITA",652
20,248,"OAXACA","SAN MATEO ETLATONGO",1120
20,253,"OAXACA","SAN MATEO SINDIHUI",1977
20,254,"OAXACA","SAN MATEO TLAPILTEPEC",229
20,257,"OAXACA","SAN MIGUEL ACHIUTLA",700
20,272,"OAXACA","SAN MIGUEL PERAS",4780
20,273,"OAXACA","SAN MIGUEL PIEDRAS",1266
20,279,"OAXACA","SAN MIGUEL TECOMATLAN",424
20,281,"OAXACA","SAN MIGUEL TEQUIXTEPEC",1052
20,285,"OAXACA","SAN MIGUEL TULANCINGO",307
20,290,"OAXACA","SAN PABLO CUATRO VENADOS",1505
20,308,"OAXACA","SAN PEDRO IXTLAHUACA",11416
20,319,"OAXACA","SAN PEDRO NOPALA",822
20,327,"OAXACA","SAN PEDRO TEOZACOALCO",1460
20,329,"OAXACA","SAN PEDRO TIDAA",982
20,330,"OAXACA","SAN PEDRO TOPILTEPEC",596
20,334,"OAXACA","SAN PEDRO Y SAN PABLO TEPOSCOLULA",4348
20,335,"OAXACA","SAN PEDRO Y SAN PABLO TEQUIXTEPEC",1760
20,338,"OAXACA","SAN PEDRO YUCUNAMA",241
20,339,"OAXACA","SAN RAYMUNDO JALPAN",3123
20,352,"OAXACA","SAN VICENTE NUNU",449
20,369,"OAXACA","SANTA CATARINA QUIANE",2189
20,371,"OAXACA","SANTA CATARINA TAYATA",662
20,374,"OAXACA","SANTA CATARINA ZAPOQUILA",403
20,384,"OAXACA","SANTA CRUZ TAYATA",602
20,463,"OAXACA","SANTIAGO HUAJOLOTITLAN",5422
20,465,"OAXACA","SANTIAGO IHUITLAN PLUMAS",341
20,477,"OAXACA","SANTIAGO MILTEPEC",421
20,480,"OAXACA","SANTIAGO NEJAPILLA",174
20,489,"OAXACA","SANTIAGO TEPETLAPA",130
20,493,"OAXACA","SANTIAGO TILANTONGO",2063
20,494,"OAXACA","SANTIAGO TILLO",545
20,495,"OAXACA","SANTIAGO TLAZOYALTEPEC",5621
20,500,"OAXACA","SANTIAGO YOLOMECATL",1946
20,511,"OAXACA","SANTO DOMINGO NUXAA",2909
20,518,"OAXACA","SANTO DOMINGO TLATAYAPAM",113
20,521,"OAXACA","SANTO DOMINGO TONALTEPEC",252
20,523,"OAXACA","SANTO DOMINGO YANHUITLAN",1592
20,524,"OAXACA","SANTO DOMINGO YODOHINO",327
20,527,"OAXACA","SANTO TOMAS MAZALTEPEC",2692
20,539,"OAXACA","VILLA DE TAMAZULAPAM DEL PROGRESO",8416
20,548,"OAXACA","TEPELMEME VILLA DE MORELOS",2079
20,551,"OAXACA","TLACOTEPEC PLUMAS",396
20,555,"OAXACA","TRINIDAD ZAACHILA",5643
20,556,"OAXACA","LA TRINIDAD VISTA HERMOSA",306
20,565,"OAXACA","YUTANDUCHI DE GUERRERO",1189
20,566,"OAXACA","VILLA DE ZAACHILA",43018
20,569,"OAXACA","ZAPOTITLAN PALMAS",1509
20,543,"OAXACA","VILLA TEJUPAM DE LA UNION",2440
20,547,"OAXACA","TEOTONGO",1005
20,356,"OAXACA","SANTA ANA DEL VALLE",2179
20,359,"OAXACA","SANTA ANA YARENI",637
20,360,"OAXACA","SANTA ANA ZEGACHE",4089
20,363,"OAXACA","SANTA CATARINA IXTEPEJI",2660
20,365,"OAXACA","SANTA CATARINA LACHATAO",1110
20,368,"OAXACA","SANTA CATARINA MINAS",2067
20,376,"OAXACA","SANTA CRUZ AMILPAS",13572
20,381,"OAXACA","SANTA CRUZ PAPALUTLA",2242
20,388,"OAXACA","SANTA GERTRUDIS",2944
20,333,"OAXACA","SAN PEDRO Y SAN PABLO AYUTLA",4480
20,336,"OAXACA","SAN PEDRO YANERI",867
20,337,"OAXACA","SAN PEDRO YOLOX",1382
20,340,"OAXACA","SAN SEBASTIAN ABASOLO",1664
20,346,"OAXACA","SAN SEBASTIAN TEITIPAC",2191
20,347,"OAXACA","SAN SEBASTIAN TUTLA",16285
20,1,"OAXACA","ABEJONES",849
20,3,"OAXACA","ANIMAS TRUJANO",4488
20,4,"OAXACA","ASUNCION CACALOTEPEC",2538
20,8,"OAXACA","ASUNCION OCOTLAN",2391
20,34,"OAXACA","GUELATAO DE JUAREZ",604
20,42,"OAXACA","IXTLAN DE JUAREZ",8460
20,48,"OAXACA","MAGDALENA OCOTLAN",1208
20,50,"OAXACA","MAGDALENA TEITIPAC",4764
20,60,"OAXACA","MIXISTLAN DE LA REFORMA",3120
20,62,"OAXACA","NATIVIDAD",487
20,65,"OAXACA","NUEVO ZOQUIAPAM",1688
20,67,"OAXACA","OCOTLAN DE MORELOS",22648
20,75,"OAXACA","ROJAS DE CUAUHTEMOC",1682
20,80,"OAXACA","SAN AGUSTIN DE LAS JUNTAS",11219
20,94,"OAXACA","SAN ANDRES SOLAGA",1770
20,97,"OAXACA","SAN ANDRES YAA",393
20,100,"OAXACA","SAN ANTONINO CASTILLO VELASCO",6630
20,104,"OAXACA","SAN ANTONIO DE LA CAL",26779
20,109,"OAXACA","SAN BALTAZAR CHICHICAPAM",2576
20,111,"OAXACA","SAN BALTAZAR YATZACHI EL BAJO",674
20,117,"OAXACA","SAN BARTOLOME QUIALANA",2346
20,119,"OAXACA","SAN BARTOLOME ZOOGOCHO",475
20,125,"OAXACA","SAN CRISTOBAL LACHIRIOAG",1331
20,128,"OAXACA","SAN DIONISIO OCOTEPEC",11403
20,129,"OAXACA","SAN DIONISIO OCOTLAN",1473
20,135,"OAXACA","SAN FRANCISCO CAJONOS",532
20,142,"OAXACA","SAN FRANCISCO LACHIGOLO",5061
20,153,"OAXACA","SAN ILDEFONSO VILLA ALTA",3688
20,159,"OAXACA","SAN JERONIMO TAVICHE",1987
20,161,"OAXACA","SAN JERONIMO TLACOCHAHUAYA",5924
20,169,"OAXACA","SAN JOSE DEL PROGRESO",8122
20,172,"OAXACA","SAN JUAN ATEPEC",1457
20,185,"OAXACA","SAN JUAN CHICOMEZUCHIL",305
20,186,"OAXACA","SAN JUAN CHILATECA",1822
20,191,"OAXACA","SAN JUAN COMALTEPEC",2693
20,195,"OAXACA","SAN JUAN DEL RIO",1377
20,197,"OAXACA","SAN JUAN EVANGELISTA ANALCO",407
20,198,"OAXACA","SAN JUAN GUELAVIA",3288
20,201,"OAXACA","SAN JUAN JUQUILA MIXES",3658
20,202,"OAXACA","SAN JUAN JUQUILA VIJANOS",1522
20,212,"OAXACA","SAN JUAN PETLAPA",3117
20,216,"OAXACA","SAN JUAN TABAA",1216
20,219,"OAXACA","SAN JUAN TEITIPAC",2668
20,222,"OAXACA","SAN JUAN YAEE",1426
20,223,"OAXACA","SAN JUAN YATZONA",440
20,226,"OAXACA","SAN LORENZO ALBARRADAS",2978
20,231,"OAXACA","SAN LUCAS CAMOTLAN",3187
20,233,"OAXACA","SAN LUCAS QUIAVINI",1714
20,243,"OAXACA","SAN MARTIN TILCAJETE",1966
20,246,"OAXACA","SAN MATEO CAJONOS",611
20,256,"OAXACA","SAN MELCHOR BETAZA",1052
20,261,"OAXACA","SAN MIGUEL AMATLAN",887
20,266,"OAXACA","SAN MIGUEL DEL RIO",245
20,274,"OAXACA","SAN MIGUEL QUETZALTEPEC",7264
20,278,"OAXACA","VILLA TALEA DE CASTRO",2369
20,282,"OAXACA","SAN MIGUEL TILQUIAPAM",3141
20,286,"OAXACA","SAN MIGUEL YOTAO",585
20,293,"OAXACA","SAN PABLO HUIXTEPEC",9995
20,294,"OAXACA","SAN PABLO MACUILTIANGUIS",955
20,296,"OAXACA","SAN PABLO VILLA DE MITLA",13617
20,297,"OAXACA","SAN PABLO YAGANIZA",1125
20,299,"OAXACA","SAN PEDRO APOSTOL",1594
20,301,"OAXACA","SAN PEDRO CAJONOS",1000
20,313,"OAXACA","SAN PEDRO MARTIR",1915
20,321,"OAXACA","SAN PEDRO OCOTEPEC",2404
20,326,"OAXACA","SAN PEDRO TAVICHE",1441
20,554,"OAXACA","TOTONTEPEC VILLA DE MORELOS",5894
20,559,"OAXACA","CAPULALPAM DE MENDEZ",1670
20,561,"OAXACA","VILLA DIAZ ORDAZ",6515
20,562,"OAXACA","VILLA HIDALGO",1899
20,563,"OAXACA","YAXE",2972
20,438,"OAXACA","SANTA MARIA TLAHUITOLTEPEC",9029
20,443,"OAXACA","SANTA MARIA YALINA",250
20,444,"OAXACA","SANTA MARIA YAVESIA",434
20,453,"OAXACA","SANTIAGO APOSTOL",4421
20,455,"OAXACA","SANTIAGO ATITLAN",3855
20,458,"OAXACA","SANTIAGO CAMOTLAN",3324
20,461,"OAXACA","SANTIAGO COMALTEPEC",1157
20,472,"OAXACA","SANTIAGO LALOPA",431
20,474,"OAXACA","SANTIAGO LAXOPA",1291
20,476,"OAXACA","SANTIAGO MATATLAN",10165
20,390,"OAXACA","SANTA INES YATZECHE",908
20,395,"OAXACA","SANTA LUCIA OCOTLAN",4162
20,397,"OAXACA","SANTA MARIA ALOTEPEC",2796
20,408,"OAXACA","SANTA MARIA COYOTEPEC",3581
20,410,"OAXACA","SANTA MARIA DEL TULE",9237
20,412,"OAXACA","SANTA MARIA GUELACE",865
20,420,"OAXACA","SANTA MARIA JALTIANGUIS",592
20,433,"OAXACA","SANTA MARIA TEMAXCALAPA",903
20,436,"OAXACA","SANTA MARIA TEPANTLALI",4416
20,540,"OAXACA","TAMAZULAPAM DEL ESPIRITU SANTO",6496
20,541,"OAXACA","TANETZE DE ZARAGOZA",1558
20,544,"OAXACA","TEOCOCUILCO DE MARCOS PEREZ",934
20,546,"OAXACA","TEOTITLAN DEL VALLE",6361
20,550,"OAXACA","TLACOLULA DE MATAMOROS",30299
20,497,"OAXACA","SANTIAGO XIACUI",1853
20,503,"OAXACA","SANTIAGO ZACATEPEC",5089
20,504,"OAXACA","SANTIAGO ZOOCHILA",425
20,505,"OAXACA","SANTO DOMINGO ALBARRADAS",2119
20,514,"OAXACA","SANTO DOMINGO ROAYAGA",941
20,517,"OAXACA","SANTO DOMINGO TEPUXTEPEC",4376
20,519,"OAXACA","SANTO DOMINGO TOMALTEPEC",3236
20,522,"OAXACA","SANTO DOMINGO XAGACIA",1205
20,526,"OAXACA","SANTO TOMAS JALIEZA",4021
20,552,"OAXACA","TLALIXTAC DE CABRERA",11949
20,9,"OAXACA","ASUNCION TLACOLULITA",734
20,35,"OAXACA","GUEVEA DE HUMBOLDT",5219
20,51,"OAXACA","MAGDALENA TEQUISISTLAN",5553
20,64,"OAXACA","NEJAPA DE MADERO",8344
20,52,"OAXACA","MAGDALENA TLACOTEPEC",1297
20,207,"OAXACA","SAN JUAN MAZATLAN",17873
20,209,"OAXACA","SAN JUAN MIXTEPEC",607
20,211,"OAXACA","SAN JUAN OZOLOTEPEC",3462
20,265,"OAXACA","SAN MIGUEL DEL PUERTO",9011
20,280,"OAXACA","SAN MIGUEL TENANGO",745
20,303,"OAXACA","SAN PEDRO COMITANCILLO",4419
20,305,"OAXACA","SAN PEDRO HUAMELULA",9733
20,306,"OAXACA","SAN PEDRO HUILOTEPEC",3971
20,314,"OAXACA","SAN PEDRO MARTIR QUIECHAPA",738
20,317,"OAXACA","SAN PEDRO MIXTEPEC",972
20,323,"OAXACA","SAN PEDRO QUIATONI",12795
20,76,"OAXACA","SALINA CRUZ",84573
20,114,"OAXACA","SAN BARTOLO YAUTEPEC",653
20,121,"OAXACA","SAN BLAS ATEMPA",20330
20,122,"OAXACA","SAN CARLOS YAUTEPEC",11954
20,145,"OAXACA","SAN FRANCISCO OZOLOTEPEC",2143
20,168,"OAXACA","SAN JOSE LACHIGUIRI",2781
20,192,"OAXACA","SAN JUAN COTZOCON",22266
20,205,"OAXACA","SAN JUAN LAJARCIA",634
20,206,"OAXACA","SAN JUAN LALANA",17211
20,370,"OAXACA","SANTA CATARINA QUIOQUITANI",456
20,411,"OAXACA","SANTA MARIA ECATEPEC",3199
20,413,"OAXACA","SANTA MARIA GUIENAGATI",3168
20,419,"OAXACA","SANTA MARIA JALAPA DEL MARQUES",12034
20,422,"OAXACA","SANTA MARIA MIXTEQUILLA",4150
20,429,"OAXACA","SANTA MARIA QUIEGOLANI",2224
20,441,"OAXACA","SANTA MARIA TOTOLAPILLA",812
20,450,"OAXACA","SANTA MARIA ZOQUITLAN",4137
20,454,"OAXACA","SANTIAGO ASTATA",3441
20,460,"OAXACA","SANTIAGO CHOAPAM",5592
20,466,"OAXACA","SANTIAGO IXCUINTEPEC",1627
20,471,"OAXACA","SANTIAGO LACHIGUIRI",4514
20,331,"OAXACA","SAN PEDRO TOTOLAPAM",3294
20,357,"OAXACA","SANTA ANA TAVELA",848
20,361,"OAXACA","SANTA CATALINA QUIERI",825
20,496,"OAXACA","SANTIAGO XANICA",3101
20,499,"OAXACA","SANTIAGO YAVEO",7559
20,507,"OAXACA","SANTO DOMINGO CHIHUITAN",1632
20,515,"OAXACA","SANTO DOMINGO TEHUANTEPEC",67026
20,473,"OAXACA","SANTIAGO LAOLLAGA",3361
20,16,"OAXACA","CHALCATONGO DE HIDALGO",8920
20,19,"OAXACA","COICOYAN DE LAS FLORES",9266
20,13,"OAXACA","CALIHUALA",918
20,23,"OAXACA","CONSTANCIA DEL ROSARIO",6260
20,31,"OAXACA","FRESNILLO DE TRUJANO",1104
20,32,"OAXACA","GUADALUPE DE RAMIREZ",1439
20,36,"OAXACA","MESONES HIDALGO",4474
20,49,"OAXACA","MAGDALENA PENASCO",3906
20,55,"OAXACA","MARISCALA DE JUAREZ",3739
20,40,"OAXACA","IXPANTEPEC NIEVES",1275
20,258,"OAXACA","SAN MIGUEL AHUEHUETITLAN",2108
20,260,"OAXACA","SAN MIGUEL AMATITLAN",10872
20,268,"OAXACA","SAN MIGUEL EL GRANDE",4590
20,284,"OAXACA","SAN MIGUEL TLACOTEPEC",2941
20,288,"OAXACA","SAN NICOLAS HIDALGO",996
20,295,"OAXACA","SAN PABLO TIJALTEPEC",2799
20,315,"OAXACA","SAN PEDRO MARTIR YUCUXACO",1242
20,318,"OAXACA","SAN PEDRO MOLINOS",694
20,343,"OAXACA","SAN SEBASTIAN NICANANDUTA",1542
20,345,"OAXACA","SAN SEBASTIAN TECOMAXTLAHUACA",8332
20,71,"OAXACA","PUTLA VILLA DE GUERRERO",32539
20,78,"OAXACA","SAN AGUSTIN ATENANGO",1891
20,83,"OAXACA","SAN AGUSTIN TLACOTEPEC",1032
20,85,"OAXACA","SAN ANDRES CABECERA NUEVA",2937
20,96,"OAXACA","SAN ANDRES TEPETLAPA",415
20,102,"OAXACA","SAN ANTONINO MONTE VERDE",7673
20,107,"OAXACA","SAN ANTONIO SINICAHUA",1586
20,124,"OAXACA","SAN CRISTOBAL AMOLTEPEC",1191
20,130,"OAXACA","SAN ESTEBAN ATATLAHUCA",3668
20,134,"OAXACA","SAN FRANCISCO CAHUACUA",3225
20,149,"OAXACA","SAN FRANCISCO TLAPANCINGO",2956
20,162,"OAXACA","SAN JORGE NUCHITA",2881
20,180,"OAXACA","SAN JUAN BAUTISTA TLACHICHILCO",1555
20,188,"OAXACA","SAN JUAN CIENEGUILLA",524
20,200,"OAXACA","SAN JUAN IHUALTEPEC",494
20,208,"OAXACA","SAN JUAN MIXTEPEC",7118
20,210,"OAXACA","SAN JUAN NUMI",5838
20,218,"OAXACA","SAN JUAN TEITA",1648
20,229,"OAXACA","SAN LORENZO TEXMELUCAN",9148
20,230,"OAXACA","SAN LORENZO VICTORIA",932
20,237,"OAXACA","SAN MARCOS ARTEAGA",1709
20,239,"OAXACA","SAN MARTIN HUAMELULPAM",1015
20,240,"OAXACA","SAN MARTIN ITUNYOSO",2749
20,242,"OAXACA","SAN MARTIN PERAS",12489
20,245,"OAXACA","SAN MARTIN ZACATEPEC",1324
20,249,"OAXACA","SAN MATEO NEJAPAM",1217
20,250,"OAXACA","SAN MATEO PENASCO",1365
20,502,"OAXACA","SANTIAGO YUCUYACHI",995
20,510,"OAXACA","SANTO DOMINGO IXCATLAN",730
20,516,"OAXACA","SANTO DOMINGO TEOJOMULCO",4864
20,520,"OAXACA","SANTO DOMINGO TONALA",7328
20,528,"OAXACA","SANTO TOMAS OCOTEPEC",4133
20,532,"OAXACA","SANTOS REYES TEPEJILLO",904
20,533,"OAXACA","SANTOS REYES YUCUNA",1643
20,534,"OAXACA","SILACAYOAPAM",6601
20,549,"OAXACA","H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX",11505
20,349,"OAXACA","SAN SIMON ZAHUATLAN",804
20,372,"OAXACA","SANTA CATARINA TICUA",986
20,373,"OAXACA","SANTA CATARINA YOSONOTU",1383
20,377,"OAXACA","SANTA CRUZ DE BRAVO",365
20,378,"OAXACA","SANTA CRUZ ITUNDUJIA",11593
20,380,"OAXACA","SANTA CRUZ NUNDACO",3011
20,382,"OAXACA","SANTA CRUZ TACACHE DE MINA",2940
20,383,"OAXACA","SANTA CRUZ TACAHUA",1182
20,394,"OAXACA","SANTA LUCIA MONTEVERDE",6700
20,409,"OAXACA","SANTA MARIA DEL ROSARIO",468
20,445,"OAXACA","SANTA MARIA YOLOTEPEC",735
20,446,"OAXACA","SANTA MARIA YOSOYUA",1699
20,447,"OAXACA","SANTA MARIA YUCUHITI",5964
20,448,"OAXACA","SANTA MARIA ZACATEPEC",17154
20,449,"OAXACA","SANTA MARIA ZANIZA",2867
20,451,"OAXACA","SANTIAGO AMOLTEPEC",14614
20,462,"OAXACA","SANTIAGO DEL RIO",527
20,470,"OAXACA","SANTIAGO JUXTLAHUACA",35072
20,482,"OAXACA","SANTIAGO NUNDICHE",1260
20,483,"OAXACA","SANTIAGO NUYOO",1879
20,486,"OAXACA","SANTIAGO TAMAZOLA",4190
20,492,"OAXACA","SANTIAGO TEXTITLAN",4872
