"CVE_ENT","CVE_MUN","DESC_ENT","DESC_MUN","POBTOT"
20,501,"OAXACA","SANTIAGO YOSONDUA",7110
20,553,"OAXACA","HEROICA CIUDAD DE TLAXIACO",40158
20,567,"OAXACA","SAN MATEO YUCUTINDOO",2640
20,568,"OAXACA","ZAPOTITLAN LAGUNAS",3382
20,43,"OAXACA","HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",113834
20,41,"OAXACA","CIUDAD IXTEPEC",28078
20,6,"OAXACA","ASUNCION IXTALTEPEC",15343
20,12,"OAXACA","EL BARRIO DE LA SOLEDAD",13410
20,15,"OAXACA","CHAHUITES",11350
20,30,"OAXACA","EL ESPINAL",8545
20,247,"OAXACA","SAN MATEO DEL MAR",15571
20,263,"OAXACA","SAN MIGUEL CHIMALAPA",6623
20,325,"OAXACA","SAN PEDRO TAPANATEPEC",15430
20,405,"OAXACA","SANTA MARIA CHIMALAPA",9340
20,427,"OAXACA","SANTA MARIA PETAPA",16080
20,57,"OAXACA","MATIAS ROMERO AVENDANO",41198
20,72,"OAXACA","REFORMA DE PINEDA",2646
20,127,"OAXACA","SAN DIONISIO DEL MAR",5149
20,138,"OAXACA","SAN FRANCISCO DEL MAR",7973
20,140,"OAXACA","SAN FRANCISCO IXHUATAN",10243
20,199,"OAXACA","SAN JUAN GUICHICOVI",28402
20,442,"OAXACA","SANTA MARIA XADANI",9152
20,481,"OAXACA","SANTIAGO NILTEPEC",5181
20,509,"OAXACA","SANTO DOMINGO INGENIO",7657
20,513,"OAXACA","SANTO DOMINGO PETAPA",9164
20,525,"OAXACA","SANTO DOMINGO ZANATEPEC",12866
20,557,"OAXACA","UNION HIDALGO",14682
20,154,"OAXACA","SAN JACINTO AMILPAS",17080
20,291,"OAXACA","SAN PABLO ETLA",16868
20,392,"OAXACA","SANTA LUCIA DEL CAMINO",50258
20,400,"OAXACA","SANTA MARIA ATZOMPA",41367
20,66,"OAXACA","OAXACA DE JUAREZ",269676
20,84,"OAXACA","SAN AGUSTIN YATARENI",5553
20,88,"OAXACA","SAN ANDRES HUAYAPAM",6215
20,332,"OAXACA","VILLA DE TUTUTEPEC",51166
20,342,"OAXACA","SAN SEBASTIAN IXCAPA",4289
20,364,"OAXACA","SANTA CATARINA JUQUILA",18470
20,367,"OAXACA","SANTA CATARINA MECHOACAN",4582
20,387,"OAXACA","SANTA CRUZ ZENZONTEPEC",19079
20,56,"OAXACA","MARTIRES DE TACUBAYA",1446
20,69,"OAXACA","PINOTEPA DE DON LUIS",6438
20,73,"OAXACA","LA REFORMA",3614
20,79,"OAXACA","SAN AGUSTIN CHAYUCO",4559
20,87,"OAXACA","SAN ANDRES HUAXPALTEPEC",6234
20,108,"OAXACA","SAN ANTONIO TEPETLAPA",4944
20,150,"OAXACA","SAN GABRIEL MIXTEPEC",5142
20,155,"OAXACA","SAN JACINTO TLACOTEPEC",2233
20,166,"OAXACA","SAN JOSE ESTANCIA GRANDE",932
20,178,"OAXACA","SAN JUAN BAUTISTA LO DE SOTO",2367
20,184,"OAXACA","SAN JUAN CACAHUATEPEC",8838
20,190,"OAXACA","SAN JUAN COLORADO",8715
20,203,"OAXACA","SAN JUAN LACHAO",4780
20,213,"OAXACA","SAN JUAN QUIAHIJE",4203
20,225,"OAXACA","SAN LORENZO",6401
20,271,"OAXACA","SAN MIGUEL PANIXTLAHUACA",6252
20,283,"OAXACA","SAN MIGUEL TLACAMAMA",3597
20,298,"OAXACA","SAN PEDRO AMUZGOS",6632
20,300,"OAXACA","SAN PEDRO ATOYAC",4559
20,310,"OAXACA","SAN PEDRO JICAYAN",11279
20,312,"OAXACA","SAN PEDRO JUCHATENGO",1572
20,316,"OAXACA","SAN PEDRO MIXTEPEC",48946
20,415,"OAXACA","SANTA MARIA HUAZOLOTITLAN",11949
20,416,"OAXACA","SANTA MARIA IPALAPA",4878
20,434,"OAXACA","SANTA MARIA TEMAXCALTEPEC",2870
20,467,"OAXACA","SANTIAGO IXTAYUTLA",13727
20,468,"OAXACA","SANTIAGO JAMILTEPEC",18687
20,475,"OAXACA","SANTIAGO LLANO GRANDE",3416
20,478,"OAXACA","SANTIAGO MINAS",1499
20,484,"OAXACA","SANTIAGO PINOTEPA NACIONAL",55864
20,407,"OAXACA","SANTA MARIA CORTIJO",1074
20,487,"OAXACA","SANTIAGO TAPEXTLA",3134
20,490,"OAXACA","SANTIAGO TETEPEC",5001
20,498,"OAXACA","SANTIAGO YAITEPEC",4257
20,506,"OAXACA","SANTO DOMINGO ARMENTA",3155
20,530,"OAXACA","SANTOS REYES NOPALA",16101
20,542,"OAXACA","TATALTEPEC DE VALDES",6386
21,14,"PUEBLA","AMIXTLAN",4858
21,58,"PUEBLA","HONEY",6687
21,65,"PUEBLA","FRANCISCO Z. MENA",17821
21,69,"PUEBLA","HERMENEGILDO GALEANA",7446
21,72,"PUEBLA","HUAUCHINANGO",104098
21,183,"PUEBLA","TLAOLA",21101
21,184,"PUEBLA","TLAPACOYA",6366
21,187,"PUEBLA","TLAXCO",4934
21,194,"PUEBLA","VENUSTIANO CARRANZA",28477
21,197,"PUEBLA","XICOTEPEC",79541
21,88,"PUEBLA","JALPAN",13693
21,91,"PUEBLA","JOPALA",12100
21,93,"PUEBLA","JUAN GALINDO",9173
21,101,"PUEBLA","NAUPAN",9301
21,110,"PUEBLA","PAHUATLAN",20274
21,112,"PUEBLA","PANTEPEC",18271
21,124,"PUEBLA","SAN FELIPE TEPATLAN",3358
21,178,"PUEBLA","TLACUILOTEPEC",15150
21,213,"PUEBLA","ZIHUATEUTLA",12292
21,141,"PUEBLA","SAN PEDRO CHOLULA",140544
21,120,"PUEBLA","SAN ANDRES CHOLULA",146704
21,126,"PUEBLA","SAN GREGORIO ATZOMPA",8741
21,127,"PUEBLA","SAN JERONIMO TECUANIPAN",6592
21,35,"PUEBLA","CORONANGO",75694
21,42,"PUEBLA","CUAUTLANCINGO",120333
21,92,"PUEBLA","JUAN C. BONILLA",26100
21,115,"PUEBLA","PUEBLA",1685205
21,52,"PUEBLA","CHIETLA",36909
21,63,"PUEBLA","EPATLAN",4688
21,70,"PUEBLA","HUAQUECHULA",29177
21,5,"PUEBLA","ACTEOPAN",3070
21,19,"PUEBLA","ATLIXCO",142642
21,21,"PUEBLA","ATZALA",1544
21,22,"PUEBLA","ATZITZIHUACAN",12813
21,34,"PUEBLA","COHUECAN",5403
21,188,"PUEBLA","TOCHIMILCO",19315
21,201,"PUEBLA","XOCHILTEPEC",3376
21,87,"PUEBLA","IZUCAR DE MATAMOROS",83185
21,148,"PUEBLA","SANTA ISABEL CHOLULA",11993
21,164,"PUEBLA","TEPEMAXALCO",1216
21,165,"PUEBLA","TEPEOJUMA",8884
21,167,"PUEBLA","TEPEXCO",7523
21,174,"PUEBLA","TIANGUISMANALCO",13291
21,175,"PUEBLA","TILAPA",9664
21,185,"PUEBLA","TLAPANALA",10344
21,107,"PUEBLA","OCOYUCAN",50428
21,122,"PUEBLA","SAN DIEGO LA MESA TOCHIMILTZINGO",1288
21,134,"PUEBLA","SAN MARTIN TOTOLTEPEC",753
21,145,"PUEBLA","SAN SALVADOR HUIXCOLOTLA",16715
21,146,"PUEBLA","SANTA CATARINA TLALTEMPAN",751
21,147,"PUEBLA","SANTA INES AHUATEMPAN",6249
21,140,"PUEBLA","SAN PABLO ANICANO",4087
21,142,"PUEBLA","SAN PEDRO YELOIXTLAHUACA",3337
21,153,"PUEBLA","TECAMACHALCO",80621
21,150,"PUEBLA","SANTO TOMAS HUEYOTLIPAN",8956
21,114,"PUEBLA","PIAXTLA",5016
21,128,"PUEBLA","SAN JERONIMO XAYACATLAN",3535
21,132,"PUEBLA","SAN JUAN ATZOMPA",973
21,136,"PUEBLA","SAN MIGUEL IXITLAN",526
21,3,"PUEBLA","ACATLAN",38030
21,7,"PUEBLA","AHUATLAN",3162
21,9,"PUEBLA","AHUEHUETITLA",2249
21,11,"PUEBLA","ALBINO ZERTUCHE",1831
21,20,"PUEBLA","ATOYATEMPAN",7677
21,24,"PUEBLA","AXUTLA",982
21,32,"PUEBLA","COATZINGO",2820
21,33,"PUEBLA","COHETZALA",1418
21,43,"PUEBLA","CUAYUCA DE ANDRADE",3237
21,48,"PUEBLA","CHIAUTLA",21627
21,53,"PUEBLA","CHIGMECATITLAN",1215
21,56,"PUEBLA","CHILA",5082
21,57,"PUEBLA","CHILA DE LA SAL",1317
21,60,"PUEBLA","CHINANTLA",2897
21,67,"PUEBLA","GUADALUPE",6614
21,71,"PUEBLA","HUATLATLAUCA",6123
21,74,"PUEBLA","HUEHUETLAN EL CHICO",9875
21,75,"PUEBLA","HUEHUETLAN EL GRANDE",6092
21,81,"PUEBLA","HUITZILTEPEC",5816
21,83,"PUEBLA","IXCAMILPA DE GUERRERO",4119
21,89,"PUEBLA","JOLALPAN",13308
21,97,"PUEBLA","LA MAGDALENA TLATLAUQUITEPEC",650
21,100,"PUEBLA","MOLCAXAC",6668
21,113,"PUEBLA","PETLALCINGO",9049
21,205,"PUEBLA","YEHUALTEPEC",26495
21,206,"PUEBLA","ZACAPALA",4659
21,154,"PUEBLA","TECOMATLAN",6332
21,156,"PUEBLA","TEHUITZINGO",12645
21,158,"PUEBLA","TEOPANTLAN",3847
21,159,"PUEBLA","TEOTLALCO",3604
21,168,"PUEBLA","TEPEXI DE RODRIGUEZ",22287
21,182,"PUEBLA","TLANEPANTLA",5363
21,189,"PUEBLA","TOCHTEPEC",22851
21,190,"PUEBLA","TOTOLTEPEC DE GUERRERO",1187
21,191,"PUEBLA","TULCINGO",9970
21,193,"PUEBLA","TZICATLACOYAN",6468
21,196,"PUEBLA","XAYACATLAN DE BRAVO",1555
21,198,"PUEBLA","XICOTLAN",1312
21,203,"PUEBLA","XOCHITLAN TODOS SANTOS",7185
21,170,"PUEBLA","TEPEYAHUALCO DE CUAUHTEMOC",3833
21,18,"PUEBLA","ATEXCAL",3863
21,84,"PUEBLA","IXCAQUIXTLA",8804
21,94,"PUEBLA","JUAN N. MENDEZ",5341
21,149,"PUEBLA","SANTIAGO MIAHUATLAN",28724
21,38,"PUEBLA","COYOTEPEC",2334
21,155,"PUEBLA","TEHUACAN",328474
21,176,"PUEBLA","TLACOTEPEC DE BENITO JUAREZ",54663
21,160,"PUEBLA","TEPANCO DE LOPEZ",22866
21,85,"PUEBLA","IXTACAMAXTITLAN",25778
21,54,"PUEBLA","CHIGNAHUAPAN",66775
21,73,"PUEBLA","HUEHUETLA",17010
21,79,"PUEBLA","HUEYTLALPAN",5760
21,80,"PUEBLA","HUITZILAN DE SERDAN",16322
21,82,"PUEBLA","ATLEQUIZAYAN",2633
21,6,"PUEBLA","AHUACATLAN",14478
21,8,"PUEBLA","AHUAZOTEPEC",11349
21,16,"PUEBLA","AQUIXTLA",9065
21,28,"PUEBLA","CAMOCUAUTLA",2758
21,30,"PUEBLA","CAXHUACAN",3794
21,31,"PUEBLA","COATEPEC",772
21,40,"PUEBLA","CUAUTEMPAN",9859
21,50,"PUEBLA","CHICONCUAUTLA",17973
21,208,"PUEBLA","ZACATLAN",86521
21,210,"PUEBLA","ZAPOTITLAN DE MENDEZ",5675
21,212,"PUEBLA","ZAUTLA",21161
21,215,"PUEBLA","ZONGOZOTLA",4539
21,216,"PUEBLA","ZOQUIAPAN",2507
21,161,"PUEBLA","TEPANGO DE RODRIGUEZ",4173
21,166,"PUEBLA","TEPETZINTLA",10772
21,171,"PUEBLA","TETELA DE OCAMPO",26553
21,86,"PUEBLA","IXTEPEC",7158
21,90,"PUEBLA","JONOTLA",4234
21,102,"PUEBLA","NAUZONTLA",3393
21,108,"PUEBLA","OLINTLA",12065
21,192,"PUEBLA","TUZAMAPAN DE GALEANA",5924
21,200,"PUEBLA","XOCHIAPULCO",3460
21,202,"PUEBLA","XOCHITLAN DE VICENTE SUAREZ",12466
21,2,"PUEBLA","ACATENO",8656
21,17,"PUEBLA","ATEMPAN",30173
21,173,"PUEBLA","TEZIUTLAN",101544
21,186,"PUEBLA","TLATLAUQUITEPEC",55646
21,25,"PUEBLA","AYOTOXCO DE GUERRERO",8214
21,44,"PUEBLA","CUETZALAN DEL PROGRESO",49892
21,55,"PUEBLA","CHIGNAUTLA",37469
21,77,"PUEBLA","HUEYAPAN",13136
21,78,"PUEBLA","HUEYTAMALCO",28212
21,157,"PUEBLA","TENAMPULCO",6748
21,172,"PUEBLA","TETELES DE AVILA CASTILLO",6638
21,204,"PUEBLA","YAONAHUAC",7178
21,207,"PUEBLA","ZACAPOAXTLA",57616
21,211,"PUEBLA","ZARAGOZA",17090
21,29,"PUEBLA","CANADA MORELOS",20713
21,36,"PUEBLA","COXCATLAN",20588
21,37,"PUEBLA","COYOMEAPAN",14459
21,47,"PUEBLA","CHAPULCO",8023
21,62,"PUEBLA","ELOXOCHITLAN",14744
21,10,"PUEBLA","AJALPAN",74952
21,13,"PUEBLA","ALTEPEXI",21929
21,27,"PUEBLA","CALTEPEC",4151
21,214,"PUEBLA","ZINACATEPEC",18359
21,217,"PUEBLA","ZOQUITLAN",20358
21,111,"PUEBLA","PALMAR DE BRAVO",49352
21,116,"PUEBLA","QUECHOLAC",59046
21,66,"PUEBLA","GENERAL FELIPE ANGELES",22584
21,104,"PUEBLA","NICOLAS BRAVO",6793
21,177,"PUEBLA","SAN SEBASTIAN TLACOTEPEC",13878
21,195,"PUEBLA","VICENTE GUERRERO",26411
21,209,"PUEBLA","ZAPOTITLAN",8577
21,121,"PUEBLA","SAN ANTONIO CANADA",5769
21,125,"PUEBLA","SAN GABRIEL CHILAC",15991
21,130,"PUEBLA","SAN JOSE MIAHUATLAN",14018
21,26,"PUEBLA","CALPAN",15271
21,49,"PUEBLA","CHIAUTZINGO",21585
21,61,"PUEBLA","DOMINGO ARENAS",7784
21,135,"PUEBLA","SAN MATIAS TLALANCALECA",20858
21,137,"PUEBLA","SAN MIGUEL XOXTLA",13155
21,139,"PUEBLA","SAN NICOLAS DE LOS RANCHOS",11983
21,144,"PUEBLA","SAN SALVADOR EL VERDE",34873
21,180,"PUEBLA","TLAHUAPAN",41615
21,76,"PUEBLA","HUEJOTZINGO",91976
21,103,"PUEBLA","NEALTICAN",13830
21,123,"PUEBLA","SAN FELIPE TEOTLALCINGO",11263
21,133,"PUEBLA","SAN MARTIN TEXMELUCAN",154963
21,181,"PUEBLA","TLALTENANGO",7425
21,151,"PUEBLA","SOLTEPEC",12356
21,152,"PUEBLA","TECALI DE HERRERA",23827
21,162,"PUEBLA","TEPATLAXCO DE HIDALGO",19315
21,163,"PUEBLA","TEPEACA",84640
21,119,"PUEBLA","LOS REYES DE JUAREZ",25639
21,1,"PUEBLA","ACAJETE",72012
21,4,"PUEBLA","ACATZINGO",66801
21,15,"PUEBLA","AMOZOC",116840
21,39,"PUEBLA","CUAPIAXTLA DE MADERO",11744
21,41,"PUEBLA","CUAUTINCHAN",12164
21,99,"PUEBLA","MIXTLA",2668
21,105,"PUEBLA","NOPALUCAN",29627
21,95,"PUEBLA","LAFRAGUA",7612
21,96,"PUEBLA","LIBRES",36722
21,98,"PUEBLA","MAZAPILTEPEC DE JUAREZ",3374
21,106,"PUEBLA","OCOTEPEC",5534
21,109,"PUEBLA","ORIENTAL",19007
21,68,"PUEBLA","GUADALUPE VICTORIA",18822
21,12,"PUEBLA","ALJOJUCA",6540
21,23,"PUEBLA","ATZITZINTLA",8883
21,45,"PUEBLA","CUYOACO",16759
21,46,"PUEBLA","CHALCHICOMULA DE SESMA",47470
21,51,"PUEBLA","CHICHIQUILA",26742
21,59,"PUEBLA","CHILCHOTLA",20983
21,64,"PUEBLA","ESPERANZA",14875
21,117,"PUEBLA","QUIMIXTLAN",23060
21,118,"PUEBLA","RAFAEL LARA GRAJALES",19635
21,129,"PUEBLA","SAN JOSE CHIAPA",10331
21,131,"PUEBLA","SAN JUAN ATENCO",3639
21,138,"PUEBLA","SAN NICOLAS BUENOS AIRES",11555
21,143,"PUEBLA","SAN SALVADOR EL SECO",30634
21,169,"PUEBLA","TEPEYAHUALCO",19206
21,179,"PUEBLA","TLACHICHUCA",31425
21,199,"PUEBLA","XIUTETELCO",42776
22,12,"QUERETARO","PENAMILLER",19107
22,13,"QUERETARO","PINAL DE AMOLES",26796
22,11,"QUERETARO","PEDRO ESCOBEDO",77449
22,2,"QUERETARO","ARROYO SECO",13382
22,3,"QUERETARO","CADEREYTA DE MONTES",69283
22,4,"QUERETARO","COLON",67684
22,8,"QUERETARO","JALPAN DE SERRA",27700
22,9,"QUERETARO","LANDA DE MATAMOROS",18794
22,15,"QUERETARO","SAN JOAQUIN",8056
22,18,"QUERETARO","TOLIMAN",27910
22,16,"QUERETARO","SAN JUAN DEL RIO",297312
22,6,"QUERETARO","EZEQUIEL MONTES",44618
22,17,"QUERETARO","TEQUISQUIAPAN",72365
22,14,"QUERETARO","QUERETARO",1049744
22,10,"QUERETARO","EL MARQUES",231603
22,5,"QUERETARO","CORREGIDORA",212563
22,7,"QUERETARO","HUIMILPAN",36950
22,1,"QUERETARO","AMEALCO DE BONFIL",67151
23,8,"QUINTANA ROO","SOLIDARIDAD",333799
23,1,"QUINTANA ROO","BENITO JUAREZ",911484
23,2,"QUINTANA ROO","COZUMEL",88627
23,4,"QUINTANA ROO","ISLA MUJERES",22705
23,6,"QUINTANA ROO","LAZARO CARDENAS",29171
23,9,"QUINTANA ROO","TULUM",46721
23,11,"QUINTANA ROO","PUERTO MORELOS",26921
23,5,"QUINTANA ROO","JOSE MARIA MORELOS",39165
23,7,"QUINTANA ROO","OTHON P. BLANCO",233648
23,3,"QUINTANA ROO","FELIPE CARRILLO PUERTO",83694
23,10,"QUINTANA ROO","BACALAR",42050
24,1,"SAN LUIS POTOSI","AHUALULCO",19212
24,6,"SAN LUIS POTOSI","CATORCE",9580
24,7,"SAN LUIS POTOSI","CEDRAL",19969
24,20,"SAN LUIS POTOSI","MATEHUALA",102166
24,21,"SAN LUIS POTOSI","MEXQUITIC DE CARMONA",55471
24,15,"SAN LUIS POTOSI","CHARCAS",21747
24,44,"SAN LUIS POTOSI","VANEGAS",7433
24,45,"SAN LUIS POTOSI","VENADO",14162
24,48,"SAN LUIS POTOSI","VILLA DE GUADALUPE",9379
24,22,"SAN LUIS POTOSI","MOCTEZUMA",18894
24,25,"SAN LUIS POTOSI","SALINAS",31109
24,34,"SAN LUIS POTOSI","SANTO DOMINGO",10784
24,49,"SAN LUIS POTOSI","VILLA DE LA PAZ",5314
24,50,"SAN LUIS POTOSI","VILLA DE RAMOS",38389
24,35,"SAN LUIS POTOSI","SOLEDAD DE GRACIANO SANCHEZ",336568
24,9,"SAN LUIS POTOSI","CERRO DE SAN PEDRO",5090
24,33,"SAN LUIS POTOSI","SANTA MARIA DEL RIO",40180
24,51,"SAN LUIS POTOSI","VILLA DE REYES",52920
24,56,"SAN LUIS POTOSI","ZARAGOZA",27103
24,43,"SAN LUIS POTOSI","TIERRA NUEVA",7937
24,47,"SAN LUIS POTOSI","VILLA DE ARRIAGA",18206
24,24,"SAN LUIS POTOSI","RIOVERDE",98356
24,2,"SAN LUIS POTOSI","ALAQUINES",7785
24,4,"SAN LUIS POTOSI","ARMADILLO DE LOS INFANTE",4018
24,5,"SAN LUIS POTOSI","CARDENAS",18303
24,8,"SAN LUIS POTOSI","CERRITOS",21912
24,10,"SAN LUIS POTOSI","CIUDAD DEL MAIZ",30300
24,11,"SAN LUIS POTOSI","CIUDAD FERNANDEZ",47699
24,17,"SAN LUIS POTOSI","GUADALCAZAR",25213
24,19,"SAN LUIS POTOSI","LAGUNILLAS",5539
24,23,"SAN LUIS POTOSI","RAYON",15374
24,32,"SAN LUIS POTOSI","SANTA CATARINA",12170
24,46,"SAN LUIS POTOSI","VILLA DE ARISTA",17264
24,52,"SAN LUIS POTOSI","VILLA HIDALGO",15384
24,53,"SAN LUIS POTOSI","VILLA JUAREZ",10387
24,27,"SAN LUIS POTOSI","SAN CIRO DE ACOSTA",10241
24,30,"SAN LUIS POTOSI","SAN NICOLAS TOLENTINO",4756
24,42,"SAN LUIS POTOSI","TANQUIAN DE ESCOBEDO",13452
24,40,"SAN LUIS POTOSI","TAMUIN",37087
24,57,"SAN LUIS POTOSI","EL NARANJO",20971
24,13,"SAN LUIS POTOSI","CIUDAD VALLES",179752
24,16,"SAN LUIS POTOSI","EBANO",40710
24,31,"SAN LUIS POTOSI","SAN VICENTE TANCUAYALAB",14943
24,36,"SAN LUIS POTOSI","TAMASOPO",29033
24,28,"SAN LUIS POTOSI","SAN LUIS POTOSI",910322
24,29,"SAN LUIS POTOSI","SAN MARTIN CHALCHICUAUTLA",18413
24,37,"SAN LUIS POTOSI","TAMAZUNCHALE",95256
24,26,"SAN LUIS POTOSI","SAN ANTONIO",9397
24,3,"SAN LUIS POTOSI","AQUISMON",48220
24,12,"SAN LUIS POTOSI","TANCANHUITZ",20967
24,14,"SAN LUIS POTOSI","COXCATLAN",15318
24,18,"SAN LUIS POTOSI","HUEHUETLAN",15289
24,41,"SAN LUIS POTOSI","TANLAJAS",17594
24,54,"SAN LUIS POTOSI","AXTLA DE TERRAZAS",32726
24,55,"SAN LUIS POTOSI","XILITLA",49753
24,38,"SAN LUIS POTOSI","TAMPACAN",14284
24,39,"SAN LUIS POTOSI","TAMPAMOLON CORONA",13630
24,58,"SAN LUIS POTOSI","MATLAPA",28824
25,9,"SINALOA","ESCUINAPA",59694
25,4,"SINALOA","CONCORDIA",24849
25,14,"SINALOA","ROSARIO",52688
25,12,"SINALOA","MAZATLAN",501502
25,1,"SINALOA","AHOME",462209
25,13,"SINALOA","MOCORITO",40321
25,2,"SINALOA","ANGOSTURA",44567
25,3,"SINALOA","BADIRAGUATO",26312
25,17,"SINALOA","SINALOA",77112
25,15,"SINALOA","SALVADOR ALVARADO",79057
25,18,"SINALOA","NAVOLATO",148341
25,10,"SINALOA","EL FUERTE",97751
25,11,"SINALOA","GUASAVE",286897
25,7,"SINALOA","CHOIX",29326
25,6,"SINALOA","CULIACAN",1004876
25,8,"SINALOA","ELOTA",55321
25,16,"SINALOA","SAN IGNACIO",19464
25,5,"SINALOA","COSALA",16656
26,46,"SONORA","CABORCA",87874
26,52,"SONORA","PITIQUITO",9278
26,53,"SONORA","PUERTO PENASCO",62695
26,3,"SONORA","ALTAR",10576
26,6,"SONORA","ATIL",633
26,31,"SONORA","OQUITOA",498
26,38,"SONORA","SARIC",2069
26,42,"SONORA","TRINCHERAS",1495
26,43,"SONORA","TUBUTAMA",1361
26,55,"SONORA","SAN LUIS RIO COLORADO",199013
26,70,"SONORA","GENERAL PLUTARCO ELIAS CALLES",13635
26,30,"SONORA","NOGALES",264695
26,2,"SONORA","AGUA PRIETA",91929
26,5,"SONORA","ARIZPE",2792
26,10,"SONORA","BACOACHI",1475
26,15,"SONORA","CANANEA",39421
26,16,"SONORA","CUCURPE",883
26,19,"SONORA","FRONTERAS",9055
26,24,"SONORA","IMURIS",12641
26,25,"SONORA","MAGDALENA",33004
26,27,"SONORA","NACO",5769
26,37,"SONORA","SANTA CRUZ",1840
26,49,"SONORA","HERMOSILLO",936258
26,26,"SONORA","MOCTEZUMA",5173
26,28,"SONORA","NACORI CHICO",1529
26,29,"SONORA","NACOZARI DE GARCIA",14343
26,32,"SONORA","SAHUARIPA",5257
26,17,"SONORA","CUMPAS",5833
26,18,"SONORA","DIVISADEROS",753
26,20,"SONORA","GRANADOS",1031
26,21,"SONORA","HUACHINERA",1188
26,22,"SONORA","HUASABAS",866
26,23,"SONORA","HUEPAC",1137
26,1,"SONORA","ACONCHI",2563
26,4,"SONORA","ARIVECHI",1177
26,7,"SONORA","BACADEHUACHI",979
26,8,"SONORA","BACANORA",759
26,9,"SONORA","BACERAC",1221
26,11,"SONORA","BANAMICHI",1629
26,12,"SONORA","BAVIACORA",3176
26,13,"SONORA","BAVISPE",1169
26,14,"SONORA","BENJAMIN HILL",4983
26,60,"SONORA","EMPALME",51648
26,61,"SONORA","GUAYMAS",156511
26,33,"SONORA","SAN FELIPE DE JESUS",369
26,34,"SONORA","SAN JAVIER",537
26,35,"SONORA","SAN PEDRO DE LA CUEVA",1453
26,36,"SONORA","SANTA ANA",16253
26,39,"SONORA","SOYOPA",1328
26,40,"SONORA","SUAQUI GRANDE",1106
26,41,"SONORA","TEPACHE",1187
26,44,"SONORA","VILLA HIDALGO",1437
26,45,"SONORA","VILLA PESQUEIRA",1087
26,47,"SONORA","CARBO",4949
26,48,"SONORA","LA COLORADA",1843
26,50,"SONORA","MAZATAN",1118
26,51,"SONORA","OPODEPE",2407
26,54,"SONORA","RAYON",1498
26,56,"SONORA","SAN MIGUEL DE HORCASITAS",10742
26,57,"SONORA","URES",8535
26,58,"SONORA","BACUM",23161
26,69,"SONORA","YECORA",4792
26,72,"SONORA","SAN IGNACIO RIO MUERTO",14497
26,66,"SONORA","ONAVAS",386
26,59,"SONORA","CAJEME",436310
26,63,"SONORA","ETCHOJOA",61500
26,64,"SONORA","HUATABAMPO",77446
26,62,"SONORA","ALAMOS",24653
26,65,"SONORA","NAVOJOA",164833
26,67,"SONORA","QUIRIEGO",3080
26,68,"SONORA","ROSARIO",4819
26,71,"SONORA","BENITO JUAREZ",21700
27,17,"TABASCO","TENOSIQUE",62497
27,12,"TABASCO","MACUSPANA",158380
27,1,"TABASCO","BALANCAN",58229
27,7,"TABASCO","EMILIANO ZAPATA",32289
27,11,"TABASCO","JONUTA",30951
27,2,"TABASCO","CARDENAS",240414
27,8,"TABASCO","HUIMANGUILLO",192887
27,5,"TABASCO","COMALCALCO",215551
27,6,"TABASCO","CUNDUACAN",138647
27,4,"TABASCO","CENTRO",680317
27,14,"TABASCO","PARAISO",96130
27,13,"TABASCO","NACAJUCA",152796
27,3,"TABASCO","CENTLA",108231
27,10,"TABASCO","JALPA DE MENDEZ",90831
27,9,"TABASCO","JALAPA",38281
27,15,"TABASCO","TACOTALPA",47449
27,16,"TABASCO","TEAPA",58718
28,27,"TAMAULIPAS","NUEVO LAREDO",425055
28,32,"TAMAULIPAS","REYNOSA",704682
28,7,"TAMAULIPAS","CAMARGO",16568
28,14,"TAMAULIPAS","GUERRERO",3815
28,15,"TAMAULIPAS","GUSTAVO DIAZ ORDAZ",15704
28,24,"TAMAULIPAS","MIER",6376
28,25,"TAMAULIPAS","MIGUEL ALEMAN",26219
28,23,"TAMAULIPAS","MENDEZ",4268
28,33,"TAMAULIPAS","RIO BRAVO",132935
28,22,"TAMAULIPAS","MATAMOROS",541794
28,5,"TAMAULIPAS","BURGOS",4254
28,10,"TAMAULIPAS","CRUILLAS",1670
28,35,"TAMAULIPAS","SAN FERNANDO",51418
28,40,"TAMAULIPAS","VALLE HERMOSO",59844
28,30,"TAMAULIPAS","PADILLA",13448
28,13,"TAMAULIPAS","GUEMEZ",15340
28,16,"TAMAULIPAS","HIDALGO",16887
28,20,"TAMAULIPAS","MAINERO",2038
28,41,"TAMAULIPAS","VICTORIA",349685
28,34,"TAMAULIPAS","SAN CARLOS",7411
28,36,"TAMAULIPAS","SAN NICOLAS",926
28,42,"TAMAULIPAS","VILLAGRAN",5371
28,21,"TAMAULIPAS","EL MANTE",106060
28,1,"TAMAULIPAS","ABASOLO",9754
28,2,"TAMAULIPAS","ALDAMA",28792
28,4,"TAMAULIPAS","ANTIGUO MORELOS",8841
28,6,"TAMAULIPAS","BUSTAMANTE",7435
28,8,"TAMAULIPAS","CASAS",4228
28,11,"TAMAULIPAS","GOMEZ FARIAS",8299
28,12,"TAMAULIPAS","GONZALEZ",41571
28,17,"TAMAULIPAS","JAUMAVE",15996
28,18,"TAMAULIPAS","JIMENEZ",6387
28,19,"TAMAULIPAS","LLERA",14523
28,39,"TAMAULIPAS","TULA",28249
28,43,"TAMAULIPAS","XICOTENCATL",22242
